,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
18,2017-06-19,0.00013583297453871712,-0.002828764931494594,0.003400729108902152,0.00013583297453871712,0.00013583297453871712,0.0001798115980659543,0.0001798115980659543,0.0001798115980659543,-6.40209703715555e-05,-6.40209703715555e-05,-6.40209703715555e-05,0.00024383256843750982,0.00024383256843750982,0.00024383256843750982,0.0,0.0,0.0,0.00031564457260467143
19,2017-06-20,0.00013596436777492027,-0.00288052896994442,0.003437050710386882,0.00013596436777492027,0.00013596436777492027,0.00012937285313057353,0.00012937285313057353,0.00012937285313057353,-8.364166702520203e-05,-8.364166702520203e-05,-8.364166702520203e-05,0.00021301452015577555,0.00021301452015577555,0.00021301452015577555,0.0,0.0,0.0,0.0002653372209054938
20,2017-06-21,0.00013609576101112337,-0.002747877807211111,0.003409474024292305,0.00013609576101112337,0.00013609576101112337,0.00013837176368312431,0.00013837176368312431,0.00013837176368312431,-4.073990423783549e-05,-4.073990423783549e-05,-4.073990423783549e-05,0.0001791116679209598,0.0001791116679209598,0.0001791116679209598,0.0,0.0,0.0,0.0002744675246942477
21,2017-06-22,0.0001362271542473265,-0.0025064223640921084,0.0037792388727940322,0.0001362271542473265,0.0001362271542473265,0.0003816441254949451,0.0003816441254949451,0.0003816441254949451,0.00023917369808822833,0.00023917369808822833,0.00023917369808822833,0.00014247042740671666,0.00014247042740671666,0.00014247042740671666,0.0,0.0,0.0,0.0005178712797422716
22,2017-06-23,0.00013635854748352962,-0.0024936405013314565,0.003464722532230184,0.00013635854748352962,0.00013635854748352962,0.0003748082311498048,0.0003748082311498048,0.0003748082311498048,0.0002712988102752636,0.0002712988102752636,0.0002712988102752636,0.00010350942087454112,0.00010350942087454112,0.00010350942087454112,0.0,0.0,0.0,0.0005111667786333344
23,2017-06-24,0.00013648994071973272,-0.0027565203209915525,0.003248647467281285,0.00013648994071973272,0.00013648994071973272,-3.357146375862027e-05,-3.357146375862027e-05,-3.357146375862027e-05,-9.628825886964165e-05,-9.628825886964165e-05,-9.628825886964165e-05,6.271679511102139e-05,6.271679511102139e-05,6.271679511102139e-05,0.0,0.0,0.0,0.00010291847696111244
24,2017-06-25,0.00013662133395593584,-0.0032164744558892664,0.002979325516651775,0.00013662133395593584,0.00013662133395593584,-0.000205136275849947,-0.000205136275849947,-0.000205136275849947,-0.00022578170785952226,-0.00022578170785952226,-0.00022578170785952226,2.0645432009575265e-05,2.0645432009575265e-05,2.0645432009575265e-05,0.0,0.0,0.0,-6.851494189401115e-05
25,2017-06-26,0.000136752727192139,-0.0029507730573251493,0.0030146436998209347,0.000136752727192139,0.000136752727192139,-8.611493667179794e-05,-8.611493667179794e-05,-8.611493667179794e-05,-6.402097037146807e-05,-6.402097037146807e-05,-6.402097037146807e-05,-2.2093966300329862e-05,-2.2093966300329862e-05,-2.2093966300329862e-05,0.0,0.0,0.0,5.063779052034105e-05
26,2017-06-27,0.0001368841204283421,-0.0029512236143490332,0.0030084638251883433,0.0001368841204283421,0.0001368841204283421,-0.00014848353669513956,-0.00014848353669513956,-0.00014848353669513956,-8.364166702510444e-05,-8.364166702510444e-05,-8.364166702510444e-05,-6.484186967003512e-05,-6.484186967003512e-05,-6.484186967003512e-05,0.0,0.0,0.0,-1.1599416266797475e-05
27,2017-06-28,0.0001370155136645452,-0.0032023310546436005,0.0032682300467055635,0.0001370155136645452,0.0001370155136645452,-0.0001476407781026435,-0.0001476407781026435,-0.0001476407781026435,-4.073990423769184e-05,-4.073990423769184e-05,-4.073990423769184e-05,-0.00010690087386495167,-0.00010690087386495167,-0.00010690087386495167,0.0,0.0,0.0,-1.0625264438098291e-05
28,2017-06-29,0.00013714690690074834,-0.002834726780374929,0.0033097707060942795,0.00013714690690074834,0.00013714690690074834,9.162526426761761e-05,9.162526426761761e-05,9.162526426761761e-05,0.00023917369808845515,0.00023917369808845515,0.00023917369808845515,-0.00014754843382083755,-0.00014754843382083755,-0.00014754843382083755,0.0,0.0,0.0,0.00022877217116836596
29,2017-06-30,0.00013727830013695143,-0.0027718341104671133,0.0031689556584332504,0.00013727830013695143,0.00013727830013695143,8.524768034187652e-05,8.524768034187652e-05,8.524768034187652e-05,0.00027129881027511204,0.00027129881027511204,0.00027129881027511204,-0.00018605112993323554,-0.00018605112993323554,-0.00018605112993323554,0.0,0.0,0.0,0.00022252598047882796
30,2017-07-01,0.00013740969337315456,-0.003271188234549611,0.0027954687102267756,0.00013740969337315456,0.00013740969337315456,-0.0003179684209963211,-0.0003179684209963211,-0.0003179684209963211,-9.628825886984273e-05,-9.628825886984273e-05,-9.628825886984273e-05,-0.00022168016212647834,-0.00022168016212647834,-0.00022168016212647834,0.0,0.0,0.0,-0.00018055872762316654
31,2017-07-02,0.00013754108660935768,-0.0034267059761088907,0.0028299350212090723,0.00013754108660935768,0.00013754108660935768,-0.0004795094222513103,-0.0004795094222513103,-0.0004795094222513103,-0.00022578170785961363,-0.00022578170785961363,-0.00022578170785961363,-0.0002537277143916966,-0.0002537277143916966,-0.0002537277143916966,0.0,0.0,0.0,-0.0003419683356419526
32,2017-07-03,0.0001376724798455608,-0.0034602811566504235,0.002779983863959679,0.0001376724798455608,0.0001376724798455608,-0.00034554475950457033,-0.00034554475950457033,-0.00034554475950457033,-6.40209703716044e-05,-6.40209703716044e-05,-6.40209703716044e-05,-0.00028152378913296594,-0.00028152378913296594,-0.00028152378913296594,0.0,0.0,0.0,-0.00020787227965900952
33,2017-07-04,0.00013780387308176393,-0.0031225831211003623,0.002855850231803005,0.00013780387308176393,0.00013780387308176393,-0.00038809474463543595,-0.00038809474463543595,-0.00038809474463543595,-8.364166702516379e-05,-8.364166702516379e-05,-8.364166702516379e-05,-0.00030445307761027215,-0.00030445307761027215,-0.00030445307761027215,0.0,0.0,0.0,-0.000250290871553672
34,2017-07-05,0.00013793526631796703,-0.0032160176087948603,0.002710537336686717,0.00013793526631796703,0.00013793526631796703,-0.00036271131555986946,-0.00036271131555986946,-0.00036271131555986946,-4.073990423753958e-05,-4.073990423753958e-05,-4.073990423753958e-05,-0.0003219714113223298,-0.0003219714113223298,-0.0003219714113223298,0.0,0.0,0.0,-0.00022477604924190243
35,2017-07-06,0.00013806665955417015,-0.002861213664406898,0.0032695310004315853,0.00013806665955417015,0.00013806665955417015,-9.444763225450358e-05,-9.444763225450358e-05,-9.444763225450358e-05,0.00023917369808863033,0.00023917369808863033,0.00023917369808863033,-0.0003336213303431339,-0.0003336213303431339,-0.0003336213303431339,0.0,0.0,0.0,4.361902729966657e-05
36,2017-07-07,0.00013819805279037328,-0.002876354209782868,0.0030663528891014917,0.00013819805279037328,0.00013819805279037328,-6.774749875791251e-05,-6.774749875791251e-05,-6.774749875791251e-05,0.0002712988102759187,0.0002712988102759187,0.0002712988102759187,-0.0003390463090338312,-0.0003390463090338312,-0.0003390463090338312,0.0,0.0,0.0,7.045055403246077e-05
37,2017-07-08,0.0001383294371492368,-0.003608049423616242,0.002605298000208522,0.0001383294371492368,0.0001383294371492368,-0.00043429145636363894,-0.00043429145636363894,-0.00043429145636363894,-9.628825886943141e-05,-9.628825886943141e-05,-9.628825886943141e-05,-0.0003380031974942075,-0.0003380031974942075,-0.0003380031974942075,0.0,0.0,0.0,-0.00029596201921440213
38,2017-07-09,0.00013846082150810031,-0.0035980838913342297,0.0025835804907191964,0.00013846082150810031,0.00013846082150810031,-0.0005561541762889008,-0.0005561541762889008,-0.0005561541762889008,-0.00022578170785955335,-0.00022578170785955335,-0.00022578170785955335,-0.00033037246842934745,-0.00033037246842934745,-0.00033037246842934745,0.0,0.0,0.0,-0.00041769335478080045
39,2017-07-10,0.00013859220586696387,-0.0032144419454986145,0.0027082431725516565,0.00013859220586696387,0.00013859220586696387,-0.0003801868736676055,-0.0003801868736676055,-0.0003801868736676055,-6.402097037151695e-05,-6.402097037151695e-05,-6.402097037151695e-05,-0.0003161659032960885,-0.0003161659032960885,-0.0003161659032960885,0.0,0.0,0.0,-0.00024159466780064164
40,2017-07-11,0.00013872359022582738,-0.0032212918966339713,0.0030475505025381335,0.00013872359022582738,0.00013872359022582738,-0.00037917307473926747,-0.00037917307473926747,-0.00037917307473926747,-8.36416670252128e-05,-8.36416670252128e-05,-8.36416670252128e-05,-0.0002955314077140546,-0.0002955314077140546,-0.0002955314077140546,0.0,0.0,0.0,-0.00024044948451344009
41,2017-07-12,0.0001388549745846909,-0.003158200892316407,0.002969340748278719,0.0001388549745846909,0.0001388549745846909,-0.0003094946171459889,-0.0003094946171459889,-0.0003094946171459889,-4.0739904237404596e-05,-4.0739904237404596e-05,-4.0739904237404596e-05,-0.0002687547129085843,-0.0002687547129085843,-0.0002687547129085843,0.0,0.0,0.0,-0.00017063964256129797
42,2017-07-13,0.00013898635894355445,-0.0028920370159404296,0.0032502632986966804,0.00013898635894355445,0.00013898635894355445,2.9159023216522753e-06,2.9159023216522753e-06,2.9159023216522753e-06,0.0002391736980882682,0.0002391736980882682,0.0002391736980882682,-0.00023625779576661593,-0.00023625779576661593,-0.00023625779576661593,0.0,0.0,0.0,0.00014190226126520672
43,2017-07-14,0.00013911774330241795,-0.0030125094303065612,0.003407118660071097,0.00013911774330241795,0.00013911774330241795,7.270487728191305e-05,7.270487728191305e-05,7.270487728191305e-05,0.00027129881027572917,0.00027129881027572917,0.00027129881027572917,-0.00019859393299381613,-0.00019859393299381613,-0.00019859393299381613,0.0,0.0,0.0,0.000211822620584331
44,2017-07-15,0.00013924912766128148,-0.0032309148515306863,0.002926878969460661,0.00013924912766128148,0.00013924912766128148,-0.0002527276515791038,-0.0002527276515791038,-0.0002527276515791038,-9.6288258869675e-05,-9.6288258869675e-05,-9.6288258869675e-05,-0.0001564393927094288,-0.0001564393927094288,-0.0001564393927094288,0.0,0.0,0.0,-0.0001134785239178223
45,2017-07-16,0.00013938051202014502,-0.0032329124412401556,0.0030735940510803346,0.00013938051202014502,0.00013938051202014502,-0.00033636356507816433,-0.00033636356507816433,-0.00033636356507816433,-0.000225781707859493,-0.000225781707859493,-0.000225781707859493,-0.00011058185721867131,-0.00011058185721867131,-0.00011058185721867131,0.0,0.0,0.0,-0.00019698305305801932
46,2017-07-17,0.00013951189637900855,-0.0030909030953849897,0.0030882453836359653,0.00013951189637900855,0.00013951189637900855,-0.00012592673155863696,-0.00012592673155863696,-0.00012592673155863696,-6.402097037168047e-05,-6.402097037168047e-05,-6.402097037168047e-05,-6.19057611869565e-05,-6.19057611869565e-05,-6.19057611869565e-05,0.0,0.0,0.0,1.3585164820371584e-05
47,2017-07-18,0.00013964328073787208,-0.002959295302413555,0.0030021167471502973,0.00013964328073787208,0.00013964328073787208,-9.501648447719381e-05,-9.501648447719381e-05,-9.501648447719381e-05,-8.364166702512553e-05,-8.364166702512553e-05,-8.364166702512553e-05,-1.1374817452068289e-05,-1.1374817452068289e-05,-1.1374817452068289e-05,0.0,0.0,0.0,4.462679626067827e-05
48,2017-07-19,0.0001397746650967356,-0.002966471457126425,0.003196541302184859,0.0001397746650967356,0.0001397746650967356,-7.519899697902432e-07,-7.519899697902432e-07,-7.519899697902432e-07,-4.073990423765325e-05,-4.073990423765325e-05,-4.073990423765325e-05,3.9987914267863004e-05,3.9987914267863004e-05,3.9987914267863004e-05,0.0,0.0,0.0,0.00013902267512694535
49,2017-07-20,0.00013990604945559915,-0.0025494113345656054,0.003747112259542175,0.00013990604945559915,0.00013990604945559915,0.0003302956830224901,0.0003302956830224901,0.0003302956830224901,0.000239173698088495,0.000239173698088495,0.000239173698088495,9.112198493399506e-05,9.112198493399506e-05,9.112198493399506e-05,0.0,0.0,0.0,0.00047020173247808926
50,2017-07-21,0.00014003743381446265,-0.0025466672425018162,0.0034981175575406654,0.00014003743381446265,0.00014003743381446265,0.00041225185357702816,0.00041225185357702816,0.00041225185357702816,0.0002712988102755397,0.0002712988102755397,0.0002712988102755397,0.00014095304330148848,0.00014095304330148848,0.00014095304330148848,0.0,0.0,0.0,0.0005522892873914908
51,2017-07-22,0.00014016881817332618,-0.002804110578448345,0.0033761740405398727,0.00014016881817332618,0.00014016881817332618,9.212904290009508e-05,9.212904290009508e-05,9.212904290009508e-05,-9.62882588699611e-05,-9.62882588699611e-05,-9.62882588699611e-05,0.00018841730177005615,0.00018841730177005615,0.00018841730177005615,0.0,0.0,0.0,0.00023229786107342127
52,2017-07-23,0.00014030020253218972,-0.0030399032974803702,0.0031507138907020628,0.00014030020253218972,0.00014030020253218972,6.704681701611877e-06,6.704681701611877e-06,6.704681701611877e-06,-0.0002257817078594327,-0.0002257817078594327,-0.0002257817078594327,0.00023248638956104454,0.00023248638956104454,0.00023248638956104454,0.0,0.0,0.0,0.0001470048842338016
53,2017-07-24,0.00014043158689105322,-0.002841951386911686,0.0032828029930980296,0.00014043158689105322,0.00014043158689105322,0.00020817100578683403,0.00020817100578683403,0.00020817100578683403,-6.402097037184394e-05,-6.402097037184394e-05,-6.402097037184394e-05,0.000272191976158678,0.000272191976158678,0.000272191976158678,0.0,0.0,0.0,0.0003486025926778873
54,2017-07-25,0.00014056297124991676,-0.0025042599413180947,0.0033630048789211587,0.00014056297124991676,0.00014056297124991676,0.00022300787123387712,0.00022300787123387712,0.00022300787123387712,-8.364166702517455e-05,-8.364166702517455e-05,-8.364166702517455e-05,0.0003066495382590516,0.0003066495382590516,0.0003066495382590516,0.0,0.0,0.0,0.0003635708424837939
55,2017-07-26,0.0001406943556087803,-0.002477395688009364,0.0033847823041739293,0.0001406943556087803,0.0001406943556087803,0.0002943407461002411,0.0002943407461002411,0.0002943407461002411,-4.073990423750963e-05,-4.073990423750963e-05,-4.073990423750963e-05,0.00033508065033775074,0.00033508065033775074,0.00033508065033775074,0.0,0.0,0.0,0.00043503510170902137
56,2017-07-27,0.00014082573996764382,-0.0025214376714130004,0.0040880294055438875,0.00014082573996764382,0.00014082573996764382,0.0005960069006050904,0.0005960069006050904,0.0005960069006050904,0.0002391736980886702,0.0002391736980886702,0.0002391736980886702,0.0003568332025164202,0.0003568332025164202,0.0003568332025164202,0.0,0.0,0.0,0.0007368326405727343
57,2017-07-28,0.00014095712432650735,-0.002261559227543004,0.0037465830374524187,0.00014095712432650735,0.00014095712432650735,0.0006426977996634811,0.0006426977996634811,0.0006426977996634811,0.00027129881027538813,0.00027129881027538813,0.00027129881027538813,0.000371398989388093,0.000371398989388093,0.000371398989388093,0.0,0.0,0.0,0.0007836549239899884
58,2017-07-29,0.00014108850868537086,-0.0023524903296293733,0.0037607674129587747,0.00014108850868537086,0.00014108850868537086,0.00028213991018624716,0.00028213991018624716,0.00028213991018624716,-9.628825886946477e-05,-9.628825886946477e-05,-9.628825886946477e-05,0.0003784281690557119,0.0003784281690557119,0.0003784281690557119,0.0,0.0,0.0,0.00042322841887161805
59,2017-07-30,0.0001412198930442344,-0.002905479947520693,0.00312571161457858,0.0001412198930442344,0.0001412198930442344,0.00015195845380909571,0.00015195845380909571,0.00015195845380909571,-0.00022578170785952402,-0.00022578170785952402,-0.00022578170785952402,0.0003777401616686197,0.0003777401616686197,0.0003777401616686197,0.0,0.0,0.0,0.0002931783468533301
60,2017-07-31,0.00014135127740309792,-0.002506156809058328,0.0036950150374676434,0.00014135127740309792,0.00014135127740309792,0.00030530966917901556,0.00030530966917901556,0.00030530966917901556,-6.402097037172933e-05,-6.402097037172933e-05,-6.402097037172933e-05,0.0003693306395507449,0.0003693306395507449,0.0003693306395507449,0.0,0.0,0.0,0.00044666094658211346
61,2017-08-01,0.00014148266176196146,-0.0025737896681420646,0.0034235326053667237,0.00014148266176196146,0.00014148266176196146,0.0002697326875926985,0.0002697326875926985,0.0002697326875926985,-8.364166702523386e-05,-8.364166702523386e-05,-8.364166702523386e-05,0.00035337435461793234,0.00035337435461793234,0.00035337435461793234,0.0,0.0,0.0,0.00041121534935465993
62,2017-08-02,0.000141614046120825,-0.00242465206898867,0.0034710778783984568,0.000141614046120825,0.000141614046120825,0.00028948374660337515,0.00028948374660337515,0.00028948374660337515,-4.0739904237365985e-05,-4.0739904237365985e-05,-4.0739904237365985e-05,0.0003302236508407411,0.0003302236508407411,0.0003302236508407411,0.0,0.0,0.0,0.00043109779272420016
63,2017-08-03,0.0001417454304796885,-0.002279122700411646,0.003647876793450708,0.0001417454304796885,0.0001417454304796885,0.0005395763155153545,0.0005395763155153545,0.0005395763155153545,0.00023917369808779663,0.00023917369808779663,0.00023917369808779663,0.0003004026174275577,0.0003004026174275577,0.0003004026174275577,0.0,0.0,0.0,0.000681321745995043
64,2017-08-04,0.00014187681483855203,-0.0022660454110975566,0.003711158853732424,0.00014187681483855203,0.00014187681483855203,0.0005358957596639987,0.0005358957596639987,0.0005358957596639987,0.00027129881027565875,0.00027129881027565875,0.00027129881027565875,0.00026459694938834,0.00026459694938834,0.00026459694938834,0.0,0.0,0.0,0.0006777725745025507
65,2017-08-05,0.00014200819919741556,-0.0027747440335405753,0.003612068645088663,0.00014200819919741556,0.00014200819919741556,0.00012735143440462782,0.00012735143440462782,0.00012735143440462782,-9.628825886975085e-05,-9.628825886975085e-05,-9.628825886975085e-05,0.00022363969327437864,0.00022363969327437864,0.00022363969327437864,0.0,0.0,0.0,0.0002693596336020434
66,2017-08-06,0.0001421395835562791,-0.0032305598322811217,0.003132856093927661,0.0001421395835562791,0.0001421395835562791,-4.728854365150306e-05,-4.728854365150306e-05,-4.728854365150306e-05,-0.00022578170785950236,-0.00022578170785950236,-0.00022578170785950236,0.0001784931642079993,0.0001784931642079993,0.0001784931642079993,0.0,0.0,0.0,9.485103990477603e-05
67,2017-08-07,0.00014227096791514263,-0.0028631783119640597,0.00329126672178224,0.00014227096791514263,0.00014227096791514263,6.620645252503717e-05,6.620645252503717e-05,6.620645252503717e-05,-6.402097037166905e-05,-6.402097037166905e-05,-6.402097037166905e-05,0.00013022742289670622,0.00013022742289670622,0.00013022742289670622,0.0,0.0,0.0,0.00020847742044017979
68,2017-08-08,0.00014240235227400613,-0.0031603192726794315,0.002950480636808303,0.00014240235227400613,0.00014240235227400613,-3.645871669778234e-06,-3.645871669778234e-06,-3.645871669778234e-06,-8.364166702529316e-05,-8.364166702529316e-05,-8.364166702529316e-05,7.999579535551494e-05,7.999579535551494e-05,7.999579535551494e-05,0.0,0.0,0.0,0.0001387564806042279
69,2017-08-09,0.00014253373663286966,-0.0029976948582816254,0.0034186587221450805,0.00014253373663286966,0.00014253373663286966,-1.1731903306862065e-05,-1.1731903306862065e-05,-1.1731903306862065e-05,-4.0739904237623286e-05,-4.0739904237623286e-05,-4.0739904237623286e-05,2.9008000930761223e-05,2.9008000930761223e-05,2.9008000930761223e-05,0.0,0.0,0.0,0.0001308018333260076
70,2017-08-10,0.0001426651209917332,-0.002633604735205443,0.0035446241930865725,0.0001426651209917332,0.0001426651209917332,0.00021767522165904137,0.00021767522165904137,0.00021767522165904137,0.00023917369808797176,0.00023917369808797176,0.00023917369808797176,-2.149847642893041e-05,-2.149847642893041e-05,-2.149847642893041e-05,0.0,0.0,0.0,0.00036034034265077457
71,2017-08-11,0.00014279650535059673,-0.00259703561297896,0.003557674246831278,0.00014279650535059673,0.00014279650535059673,0.00020101072540969472,0.00020101072540969472,0.00020101072540969472,0.0002712988102755072,0.0002712988102755072,0.0002712988102755072,-7.028808486581239e-05,-7.028808486581239e-05,-7.028808486581239e-05,0.0,0.0,0.0,0.0003438072307602914
72,2017-08-12,0.00014292788970946026,-0.003134696751370589,0.003081158783847626,0.00014292788970946026,0.00014292788970946026,-0.00021244550265131577,-0.00021244550265131577,-0.00021244550265131577,-9.628825886999445e-05,-9.628825886999445e-05,-9.628825886999445e-05,-0.00011615724378132132,-0.00011615724378132132,-0.00011615724378132132,0.0,0.0,0.0,-6.951761294185551e-05
73,2017-08-13,0.00014305927800110227,-0.003346449065304077,0.002872898877202887,0.00014305927800110227,0.00014305927800110227,-0.0003837456894604829,-0.0003837456894604829,-0.0003837456894604829,-0.00022578170785940335,-0.00022578170785940335,-0.00022578170785940335,-0.00015796398160107964,-0.00015796398160107964,-0.00015796398160107964,0.0,0.0,0.0,-0.00024068641145938064
74,2017-08-14,0.00014319066629274425,-0.003129477314550104,0.0029602588409645,0.00014319066629274425,0.00014319066629274425,-0.00025867739923816473,-0.00025867739923816473,-0.00025867739923816473,-6.402097037180536e-05,-6.402097037180536e-05,-6.402097037180536e-05,-0.00019465642886635942,-0.00019465642886635942,-0.00019465642886635942,0.0,0.0,0.0,-0.00011548673294542049
75,2017-08-15,0.00014332205458438628,-0.003090488079424517,0.0032173591828917898,0.00014332205458438628,0.00014332205458438628,-0.00030894111023622024,-0.00030894111023622024,-0.00030894111023622024,-8.364166702519562e-05,-8.364166702519562e-05,-8.364166702519562e-05,-0.0002252994432110246,-0.0002252994432110246,-0.0002252994432110246,0.0,0.0,0.0,-0.00016561905565183396
